Cím,Épület/szárny,Szint,Helyiség száma,Helyiség neve,"Berendezés v. szolgáltatás
","Berendezés gyártó
","Berendezés tipusa
","Gyári szám/Egyéb berendezés adat
",Berendezés kód,Tender besorolás,Karb.alk./év
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.20,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055756,50A022070112003,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.18,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E054752,50A022070112004,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.18,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E054752,50A022070113001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.24,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E054784,50A022070113002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.24,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E054784,50A22030110001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.22,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055826,50A22030110002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.22,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055826,50A010010105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.26,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055785,50A010020105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.26,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055785,50A011050105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.27,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E054781,50A022060105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.27,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E054781,50A022100105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.28,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055768,50A022110105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.28,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055768,50A033070105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.29,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024642,50A033140105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.29,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024642,50A033150105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.30,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055750,50A044060105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.30,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055750,50A044120105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.31,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055812,50A044130105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.31,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055812,50A055100105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.32,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055809,50A055110105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.32,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055809,50AF00090105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.36,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055806,50AF00100105001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.36,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055806,50A055120103024,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.37,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055764,50A055120103025,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.37,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055764,76AF00020102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.33,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045513,76AF00030102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.33,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045513,76AF00050102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.35,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045506,76AF00060102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.35,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045506,76AF00070102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.38,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045225,76AF00080102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.38,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045225,76AF00090102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.39,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067173,76AF00100102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.39,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067173,76AF00110102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.40,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067168,76AF00120102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.40,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067168,76AF00130102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.41,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055811,76AF00150102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.41,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055811,76AF00160102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.42,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044523,76AF00170102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.42,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044523,76AF00220102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.43,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045532,76AF00230102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.43,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045532,76AF01040102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.45,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045514,76AF01090102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.45,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045514,76AF01100102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.47,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045538,76AF01100102002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.47,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045538,76AF01110102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.49,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045520,76AF01110102002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.49,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045520,76AF01120102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.51,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045505,76AF01130102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.51,,VRV_INDOOR_UNIT,Daikin,,FXAQ15PAV1-E045505,76AF01140102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.48,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067036,76AF01150102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.48,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067036,76AF01160102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.46,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045066,76AF01170102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.46,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045066,76AF01180102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.44/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055827,76AF01190102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.44/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055827,76AF01200102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.44/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055815,76BF00010102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.44/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055815,76BF00010102002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.50,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045217,76BF00010102003,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.50,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045217,76BF00010102004,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.52,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044529,76BF00140102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.52,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044529,76BF00150102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.53,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055813,76BF00160102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.53,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055813,76BF00170102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.54,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045017,76BF01100102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.54,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045017,76BF01100102002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.56,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055817,76BF01120102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.56,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055817,76BF01130102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.57,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E054773,76BF01250102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.57,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E054773,KEF76._._._.01.08.001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.59,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067157,KEF76._._._.01.08.002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.59,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067157,KEF76._._._.01.08.003,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.61,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067122,KEF76._._._.01.08.004,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.61,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067122,KEF76._._._.01.08.005,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.62,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067118,KEF76._._._.01.08.006,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.62,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067118,KEF76._._._.01.08.007,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.63,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067128,KEF76._._._.01.08.008,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.63,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067128,KEF76._._._.01.08.009,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.64,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067133,KEF76._._._.01.08.010,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.64,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067133,KEF76._._._.01.08.011,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.25,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045234,KEF76._._._.01.08.012,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.25,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045234,KEF76._._._.01.08.013,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.23,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024644,KEF76._._._.01.15.001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.23,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024644,KEF76._._._.01.15.002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.21,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045224,KBAT10010103001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.21,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045224,KBBT11010102001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.19,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044528,76AP00104001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.19,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044528,76AP00104002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.05,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067091,76GF00010104001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.05,,VRV_INDOOR_UNIT,Daikin,,FXAQ20PAV1-E067091,76GF00010101001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,208,államtitkárság,COMFORT_FAN_COIL,Galetti,,,76GF00010101002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,208,államtitkárság,COMFORT_FAN_COIL,Galetti,,,76D101010101001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,208,államtitkárság,COMFORT_FAN_COIL,Galetti,,,76D101010101002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,208,államtitkárság,COMFORT_FAN_COIL,Galetti,,,76D201010101001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,208,államtitkárság,COMFORT_FAN_COIL,Galetti,,,76D201010101002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,208,államtitkárság,COMFORT_FAN_COIL,Galetti,,,76D201020101001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.08/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024636,76D201020101002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.08/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024636,KEF76._._._.01.13.001,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.08/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024633,KEF76._._._.01.13.002,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.08/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024633,KEF76._._._.01.13.003,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,207,államtitkárság,COMFORT_FAN_COIL,Galetti,,,KEF76._._._.01.13.004,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,207,államtitkárság,COMFORT_FAN_COIL,Galetti,,,KEF76._._._.01.13.005,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.07/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055596,KEF76._._._.01.13.006,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.07/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055596,KEF76._._._.01.13.007,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.07/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055797,KEF76._._._.01.13.008,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.07/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055797,KEF76._._._.01.13.009,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,206,,COMFORT_FAN_COIL,,,Gree,KEF76._._._.01.13.010,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,206,,COMFORT_FAN_COIL,,,Gree,KEF76._._._.01.13.011,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.06,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045062,KEF76._._._.01.13.012,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.06,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045062,KEF76._._._.01.13.013,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,1. emelet,104/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044511,KEF76._._._.01.13.014,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,1. emelet,104/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044511,KEF76._._._.01.13.015,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,1. emelet,104/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045018,KEF76._._._.01.13.016,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,1. emelet,104/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045018,KEF76._._._.01.13.017,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.01/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055535,KEF76._._._.01.13.018,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.01/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055535,KEF76._._._.01.13.019,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.01/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055794,KEF76._._._.01.13.020,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.01/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055794,KEF76._._._.01.13.021,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,1. emelet,108/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ63PAV1-E017900,KEF76._._._.01.13.022,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,1. emelet,108/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ63PAV1-E017900,KEF76._._._.01.13.023,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,1. emelet,131/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044519,KEF76._._._.01.13.024,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,1. emelet,131/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044519,KEF76._._._.01.13.025,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.02/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055773,KEF76._._._.01.13.026,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.02/1,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055773,KEF76._._._.01.13.027,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.02/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055799,KEF76._._._.01.13.028,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.02/2,,VRV_INDOOR_UNIT,Daikin,,FXAQ25PAV1-E055799,KEF76._._._.01.13.029,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.03,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045229,KEF76._._._.01.13.030,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.03,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045229,KEF76._._._.01.13.031,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.34,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044522,KEF76._._._.01.13.032,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.34,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E044522,KEF76._._._.01.13.033,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.60,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045063,KEF76._._._.01.13.034,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.60,,VRV_INDOOR_UNIT,Daikin,,FXAQ32PAV1-E045063,KEF76._._._.01.13.035,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.58,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024673,KEF76._._._.01.13.036,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,2. emelet,2.58,,VRV_INDOOR_UNIT,Daikin,,FXAQ40PAV1-E024673,KEF76._._._.01.13.037,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Akadémia u. 3.",A0028,3. emelet,314,iroda,COMFORT_FAN_COIL,Eden,,Wind tipus,KEF76._._._.01.13.038,INDOOR_UNIT_ABOVE_2_5_KW,2
